Index,title,author,rating,complete_link
326,Princeton Review AP Statistics Prep 2022: 4 Practice Tests + Complete Content Review + Strategies & Techniques (2022) (College Test Preparation),The Princeton Review,9.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A029982238CTEEOQOYD70&url=%2FPrinceton-Review-Statistics-Prep-2022%2Fdp%2F0525570748%2Fref%3Dsr_1_2_sspa%3Fcrid%3D34NU2WDUOI6UY%26keywords%3Dstatistics%26qid%3D1663452985%26sprefix%3Dstatisti%252Caps%252C263%26sr%3D8-2-spons%26psc%3D1&qualifier=1663452985&id=4337139339647806&widgetName=sp_atf
327,Princeton Review AP Statistics Prep 2023: 5 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),The Princeton Review,9.0,https://www.amazon.com/Princeton-Review-Statistics-Prep-2023/dp/0593450892/ref=sr_1_54?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663452985&sprefix=statisti%2Caps%2C263&sr=8-54
328,The Little SASÃƒâ€šÃ‚Â® Book: A Primer Sixth Edition,"Lora D. Delwiche,Susan J. Slaughter",9.0,https://www.amazon.com/Little-SAS-Book-Primer-Sixth/dp/1642952834/ref=sr_1_103?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-103
329,A Gentle Introduction to Stata,Alan C. Acock,9.0,https://www.amazon.com/Gentle-Introduction-Stata-Alan-Acock/dp/1597182699/ref=sr_1_98?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-98
330,Learning SAS Example: A Programmers Guide Second Edition,Ron Cody,9.0,https://www.amazon.com/Learning-SAS-Example-Programmers-Second/dp/1635266599/ref=sr_1_92?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-92
331,Causal Inference: The Mixtape,Scott Cunningham,9.0,https://www.amazon.com/Causal-Inference-Mixtape-Scott-Cunningham/dp/0300251688/ref=sr_1_144?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-144
332,Practice Makes Perfect Statistics (Practice Makes Perfect (McGraw-Hill)),,9.0,https://www.amazon.com/Practice-Perfect-Statistics-Sandra-McCune/dp/0071638180/ref=sr_1_149?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-149
333,Statistics for Business and Economics Global Edition,"Paul Newbold,William Carlson et al.",9.0,https://www.amazon.com/Statistics-Business-Economics-Global-Newbold/dp/1292315032/ref=sr_1_135?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-135
334,Practical Statistics For Educators,Ruth Ravid,9.0,https://www.amazon.com/Practical-Statistics-Educators-Ruth-Ravid/dp/1475846827/ref=sr_1_126?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-126
335,Asymptotic Statistics (Cambridge Series in Statistical and Probabilistic Mathematics Series Number 3),,9.0,https://www.amazon.com/Asymptotic-Statistics-Statistical-Probabilistic-Mathematics/dp/0521784506/ref=sr_1_201?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-201
336,The Practice of Statistics,"Daren S. Starnes,Dan Yates et al.",9.0,https://www.amazon.com/Practice-Statistics-Daren-S-Starnes/dp/142924559X/ref=sr_1_185?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-185
337,Barrons AP Statistics 9th Edition,Martin Sternstein Ph.D.,9.0,https://www.amazon.com/Barrons-Statistics-Martin-Sternstein-Ph-D/dp/1438009046/ref=sr_1_182?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-182
338,A Guide to R for Social and Behavioral Science Statistics,"Brian Joseph Gillespie,Kathleen Charli Hibbert et al.",9.0,https://www.amazon.com/Guide-Social-Behavioral-Science-Statistics/dp/1544344023/ref=sr_1_171?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-171
339,Second Course in Statistics A: Regression Analysis,"William Mendenhall,Terry Sincich",9.0,https://www.amazon.com/Second-Course-Statistics-Regression-Analysis/dp/013516379X/ref=sr_1_167?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-167
340,Essential Calculus Skills Practice Workbook with Full Solutions,Chris McMullen,9.0,https://www.amazon.com/Essential-Calculus-Practice-Workbook-Solutions/dp/1941691242/ref=sr_1_166?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453032&sprefix=statisti%2Caps%2C263&sr=8-166
341,Ultimate AP Statistics Practice Book: 100 Essential Problems Completely Explained on YouTube,Kendall Roberg,9.0,https://www.amazon.com/Ultimate-Statistics-Practice-Book-Completely/dp/154232176X/ref=sr_1_108?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453014&sprefix=statisti%2Caps%2C263&sr=8-108
342,The Book of R: A First Course in Programming and Statistics,Tilman M. Davies,9.0,https://www.amazon.com/Book-First-Course-Programming-Statistics/dp/1593276516/ref=sr_1_64?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-64
343,Making Sense of Statistics: A Conceptual Overview,"Fred Pyrczak,Deborah M. Oh",9.0,https://www.amazon.com/Making-Sense-Statistics-Fred-Pyrczak/dp/1138894761/ref=sr_1_55?crid=34NU2WDUOI6UY&keywords=statistics&qid=1663453001&sprefix=statisti%2Caps%2C263&sr=8-55
344,Ace the Data Science Interview: 201 Real Interview Questions Asked FAANG Tech Startups & Wall Street,"Nick Singh,Kevin Huo",8.75,https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_5?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-5
345,Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra Probability and Statistics,Thomas Nield,8.75,https://www.amazon.com/Essential-Math-Data-Science-Fundamental/dp/1098102932/ref=sr_1_6?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-6
346,Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking,"Foster Provost,Tom Fawcett",8.75,https://www.amazon.com/Data-Science-Business-Data-Analytic-Thinking/dp/1449361323/ref=sr_1_8?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-8
347,Data Science (The MIT Press Essential Knowledge series),,8.75,https://www.amazon.com/Data-Science-Press-Essential-Knowledge/dp/0262535432/ref=sr_1_14?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-14
348,Business Data Science: Combining Machine Learning and Economics to Optimize Automate and Accelerate Business Decisions,Matt Taddy,8.75,https://www.amazon.com/Business-Data-Science-Combining-Accelerate/dp/1260452778/ref=sr_1_57?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-57
349,Think Like a Data Scientist: Tackle the data science process step--step,Brian Godsey,8.75,https://www.amazon.com/Think-Like-Scientist-step-step/dp/1633430278/ref=sr_1_39?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-39
350,Data Smart: Using Data Science to Transform Information into Insight,John W. Foreman,8.75,https://www.amazon.com/Data-Smart-Science-Transform-Information/dp/111866146X/ref=sr_1_37?crid=1IWIG31DNPO6P&keywords=data+science&qid=1663447969&sprefix=data+science%2Caps%2C586&sr=8-37
351,Julia Data Science,"Jose Storopoli,Rik Huijzer et al.",8.75,https://www.amazon.com/Julia-Data-Science-Jose-Storopoli/dp/B09KMRKQ96/ref=sr_1_107?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-107
352,Listening to People: A Practical Guide to Interviewing Participant Observation Data Analysis and Writing It All Up (Chicago Guides to Writing Editing and Publishing),,8.75,https://www.amazon.com/Listening-People-Interviewing-Participant-Observation/dp/022680643X/ref=sr_1_101?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-101
353,Amazon Redshift Cookbook: Recipes for building modern data warehousing solutions,"Shruti Worlikar,Thiyagarajan Arumugam et al.",8.75,https://www.amazon.com/Amazon-Redshift-Cookbook-warehousing-solutions/dp/1800569688/ref=sr_1_90?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447986&sprefix=data+science%2Caps%2C828&sr=8-90
354,The Self-Taught Computer Scientist: The Beginners Guide to Data Structures & Algorithms,Cory Althoff,8.75,https://www.amazon.com/Self-Taught-Computer-Scientist-Beginners-Science/dp/1119724414/ref=sr_1_128?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-128
355,Fundamentals of Data Science with MATLAB: Introduction to Scientific Computing Data Analysis and Data Visualization,Arash Karimpour,8.75,https://www.amazon.com/Fundamentals-Data-Science-MATLAB-Visualization/dp/1735241016/ref=sr_1_203?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-203
356,Business Intelligence Analytics and Data Science: A Managerial Perspective,"Ramesh Sharda,Dursun Delen et al.",8.75,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science/dp/0134633288/ref=sr_1_200?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-200
357,Data Science: Concepts and Practice,"Vijay Kotu,Bala Deshpande",8.75,https://www.amazon.com/Predictive-Analytics-Data-Mining-Concepts/dp/012814761X/ref=sr_1_195?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-195
358,Data Mesh: Delivering Data-Driven Value at Scale,Zhamak Dehghani,8.75,https://www.amazon.com/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_176?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-176
359,End-to-End Data Science with SASÃƒâ€šÃ‚Â®: A Hands-On Programming Guide,James Gearheart,8.75,https://www.amazon.com/End-End-Data-Science-Hands/dp/1642958042/ref=sr_1_251?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-251
360,Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries,Jim Frost,8.75,https://www.amazon.com/Introduction-Statistics-Intuitive-Analyzing-Discoveries/dp/1735431109/ref=sr_1_246?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-246
361,Practical Data Science with R,"Nina Zumel,John Mount",8.75,https://www.amazon.com/Practical-Data-Science-Nina-Zumel/dp/1617295876/ref=sr_1_279?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-279
362,Neo4j Graph Data Science Certified: Exam Practice Tests,Cristian Scutaru,8.75,https://www.amazon.com/Neo4j-Graph-Data-Science-Certified/dp/B091F5QK5B/ref=sr_1_277?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-277
363,Essential PySpark for Scalable Data Analytics: A beginners guide to harnessing the power and ease of PySpark 3,Sreeram Nudurupati,8.75,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0566157C7AOVCJPZIB5&url=%2FEssential-PySpark-Scalable-Data-Analytics%2Fdp%2F1800568878%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-260-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
364,Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),,8.75,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_220?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-220
365,Python Machine Learning: Machine Learning and Deep Learning with Python scikit-learn and TensorFlow 2 3rd Edition,"Sebastian Raschka,Vahid Mirjalili",8.75,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0981239AUTAN888V32R&url=%2FPython-Machine-Learning-scikit-learn-TensorFlow%2Fdp%2F1789955750%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-242-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next
366,HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),,8.75,https://www.amazon.com/Guide-Data-Analytics-Basics-Managers/dp/1633694283/ref=sr_1_168?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-168
367,Supervised Machine Learning for Text Analysis in R (Chapman & Hall/CRC Data Science Series),,8.75,https://www.amazon.com/Supervised-Machine-Learning-Analysis-Chapman/dp/0367554194/ref=sr_1_157?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448020&sprefix=data+science%2Caps%2C828&sr=8-157
368,Data Mining for Business Analytics: Concepts Techniques and Applications in Python,"Galit Shmueli,Peter C. Bruce et al.",8.75,https://www.amazon.com/Data-Mining-Business-Analytics-Applications/dp/1119549841/ref=sr_1_122?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663447999&sprefix=data+science%2Caps%2C828&sr=8-122
369,R Cookbook: Proven Recipes for Data Analysis Statistics and Graphics,"JD Long,Paul Teetor",8.75,https://www.amazon.com/Cookbook-Recipes-Analysis-Statistics-Graphics/dp/1492040681/ref=sr_1_8?keywords=data+analysis&qid=1663454597&sr=8-8
370,Python for Excel: A Modern Environment for Automation and Data Analysis,Felix Zumstein,8.75,https://www.amazon.com/Python-Excel-Environment-Automation-Analysis/dp/1492081000/ref=sr_1_57?keywords=data+analysis&qid=1663454597&sr=8-57
371,Qualitative Data Analysis: Practical Strategies,Pat Bazeley,8.75,https://www.amazon.com/Qualitative-Data-Analysis-Practical-Strategies/dp/1526404761/ref=sr_1_103?keywords=data+analysis&qid=1663454609&sr=8-103
372,Econometric Analysis of Cross Section and Panel Data second edition (The MIT Press),Jeffrey M. Wooldridge,8.75,https://www.amazon.com/Econometric-Analysis-Cross-Section-Panel/dp/0262232588/ref=sr_1_105?keywords=data+analysis&qid=1663454609&sr=8-105
373,Regression Analysis of Count Data (Econometric Society Monographs Series Number 30),"A. Colin Cameron,Pravin K. Trivedi",8.75,https://www.amazon.com/Regression-Analysis-Econometric-Society-Monographs/dp/0521632013/ref=sr_1_93?keywords=data+analysis&qid=1663454609&sr=8-93
374,Recovering Black Storytelling in Qualitative Research (Futures of Data Analysis in Qualitative Research),,8.75,https://www.amazon.com/Recovering-Storytelling-Qualitative-Research-Analysis/dp/0367747332/ref=sr_1_155?keywords=data+analysis&qid=1663454623&sr=8-155
375,Experimental Design and Practical Data Analysis in POSITRON EMISSION TOMOGRAPHY,"Prof Federico E Turkheimer,Mattia Veronese et al.",8.75,https://www.amazon.com/Experimental-Practical-Analysis-POSITRON-TOMOGRAPHY/dp/1499295820/ref=sr_1_134?keywords=data+analysis&qid=1663454623&sr=8-134
376,Think Bayes: Bayesian Statistics in Python (Oreilly),Allen B. Downey,8.75,https://www.amazon.com/Think-Bayes-Bayesian-Statistics-Python/dp/149208946X/ref=sr_1_133?keywords=data+analysis&qid=1663454623&sr=8-133
377,Qualitative Data Analysis: An Introduction,Carol Grbich,8.75,https://www.amazon.com/Qualitative-Data-Analysis-Carol-Grbich/dp/1446202976/ref=sr_1_201?keywords=data+analysis&qid=1663454642&sr=8-201
378,Unstructured Data Analysis: Entity Resolution and Regular Expressions in SAS,K. Matthew Windham,8.75,https://www.amazon.com/Unstructured-Data-Analysis-Resolution-Expressions/dp/1629598429/ref=sr_1_195?keywords=data+analysis&qid=1663454642&sr=8-195
379,Network Security Through Data Analysis: From Data to Action,Michael Collins,8.75,https://www.amazon.com/Network-Security-Through-Data-Analysis/dp/1491962844/ref=sr_1_188?keywords=data+analysis&qid=1663454642&sr=8-188
380,An Introduction to Categorical Data Analysis 3rd Edition (Wiley Series in Probability and Statistics),Agresti,8.75,https://www.amazon.com/Introduction-Categorical-Analysis-Probability-Statistics/dp/1119405262/ref=sr_1_252?keywords=data+analysis&qid=1663454656&sr=8-252
381,Microsoft Excel Data Analysis and Business Modeling (Business Skills),Wayne Winston,8.75,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_250?keywords=data+analysis&qid=1663454656&sr=8-250
382,Applied Spatial Data Analysis with R (Use R! 10),"Roger S. Bivand,Edzer Pebesma et al.",8.75,https://www.amazon.com/Applied-Spatial-Data-Analysis-Use/dp/1461476178/ref=sr_1_291?keywords=data+analysis&qid=1663454667&sr=8-291
383,The Data Collection Toolkit: Everything You Need to Organize Manage and Monitor Classroom Data,Cindy Golden,8.75,https://www.amazon.com/Data-Collection-Toolkit-Everything-Classroom/dp/159857924X/ref=sr_1_285?keywords=data+analysis&qid=1663454667&sr=8-285
384,Topological Data Analysis for Genomics and Evolution: Topology in Biology,"Raul Rabadan,Andrew J. Blumberg",8.75,https://www.amazon.com/Topological-Data-Analysis-Genomics-Evolution/dp/1107159547/ref=sr_1_252?keywords=data+analysis&qid=1663454667&sr=8-252
385,Performing Data Analysis Using IBM SPSS,"Lawrence S. Meyers,Glenn C. Gamst et al.",8.75,https://www.amazon.com/Performing-Data-Analysis-Using-SPSS/dp/1118357019/ref=sr_1_249?keywords=data+analysis&qid=1663454667&sr=8-249
386,Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"Judith D. Singer,John B. Willett",8.75,https://www.amazon.com/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_247?keywords=data+analysis&qid=1663454667&sr=8-247
387,Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),,8.75,https://www.amazon.com/Pandas-Everyone-Analysis-Addison-Wesley-Analytics/dp/0134546938/ref=sr_1_213?keywords=data+analysis&qid=1663454656&sr=8-213
388,Adjustment Computations: Spatial Data Analysis,Charles D. Ghilani,8.75,https://www.amazon.com/Adjustment-Computations-Spatial-Data-Analysis/dp/1119385989/ref=sr_1_202?keywords=data+analysis&qid=1663454656&sr=8-202
389,Deep Learning (The MIT Press Essential Knowledge series),,8.75,https://www.amazon.com/Deep-Learning-Press-Essential-Knowledge/dp/0262537559/ref=sr_1_6?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-6
390,Deep Learning Illustrated: A Visual Interactive Guide to Artificial Intelligence (Addison-Wesley Data & Analytics Series),,8.75,https://www.amazon.com/Deep-Learning-Illustrated-Intelligence-Addison-Wesley/dp/0135116694/ref=sr_1_26?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-26
391,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition,"Antonio Gulli,Amita Kapoor et al.",8.75,https://www.amazon.com/Deep-Learning-TensorFlow-Keras-Regression/dp/1838823417/ref=sr_1_57?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-57
392,Deep Reinforcement Learning Hands-On: Apply modern RL methods to practical problems of chatbots robotics discrete optimization web automation and more 2nd Edition,Maxim Lapan,8.75,https://www.amazon.com/Deep-Reinforcement-Learning-Hands-optimization/dp/1838826998/ref=sr_1_49?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-49
393,Math for Deep Learning: What You Need to Know to Understand Neural Networks,Ronald T. Kneusel,8.75,https://www.amazon.com/Math-Deep-Learning-Understand-Networks/dp/1718501900/ref=sr_1_31?crid=2HX2SCFCK032L&keywords=deep+learning&qid=1663460453&sprefix=deep+learnin%2Caps%2C449&sr=8-31
